Well_ID,Depth_m,Permeability_mD,API_Gravity,Init_Press_psi,CSS_Cycle,Steam_Temp_C,Steam_Quality_pct,Steam_Vol_bbl,Soak_Days,Prod_Temp_C,Oil_Viscosity_cP,VFD_SPM,Stroke_Len_in,PPRL_lbs,MPRL_lbs,Oil_Rate_bpd,Failure_Rod_Float,Failure_Pump_Unset
BGH-148,1200.8,1639.2,15.0,1065.3,4,252.2,82.8,14064.0,9,172.3,191.1,5.5,74,15928.5,4518.8,973.8,0,0
BGH-104,1171.1,1165.6,15.0,1056.2,3,284.9,72.5,17959.9,6,105.4,1233.3,7.4,64,15860.7,4778.9,1949.7,0,0
BGH-143,1223.8,1587.7,14.4,1067.9,4,310.3,73.5,15370.4,13,125.9,651.7,4.3,64,15850.4,4740.2,1141.5,0,0
BGH-149,1209.9,1485.2,16.7,1052.7,3,256.1,77.7,14170.0,5,63.4,5807.6,6.9,74,15832.3,4540.8,1188.0,1,0
BGH-113,1260.6,1525.3,16.5,1086.0,5,286.2,76.1,10823.7,7,178.8,164.2,4.6,64,15650.9,5140.7,780.4,0,0
BGH-110,1224.0,1377.2,15.4,1058.0,5,261.2,78.6,15274.8,8,72.4,4036.7,6.6,86,16165.8,4562.7,1082.5,0,0
BGH-108,1189.9,1487.6,17.2,1158.4,2,312.6,83.8,14097.2,11,172.0,192.5,7.2,86,15361.2,5090.8,1942.0,0,0
BGH-133,1163.0,1730.1,15.5,1075.1,5,308.3,83.8,14370.5,8,131.0,561.7,5.8,74,14956.6,5307.6,1429.7,0,0
BGH-111,1243.3,1522.4,16.4,1128.8,4,315.4,73.5,14258.1,6,125.1,667.4,6.3,86,14880.1,4689.7,1718.6,0,0
BGH-134,1185.9,1491.5,16.0,1129.2,2,311.2,74.5,11338.8,6,111.8,1003.3,7.3,54,16218.4,4879.5,1583.7,0,0
BGH-134,1191.4,1404.2,15.0,1007.3,5,301.6,72.4,20127.6,5,72.3,4052.6,4.7,86,14861.1,4974.4,1805.3,0,0
BGH-100,1191.4,1710.5,15.6,1135.7,1,262.9,83.9,13612.4,11,64.7,5503.7,5.3,64,16258.7,5090.3,760.0,0,0
BGH-139,1179.9,1243.8,15.8,1014.7,4,271.2,76.0,16336.6,13,70.9,4283.3,7.0,74,16753.7,4926.2,1189.1,1,1
BGH-121,1192.3,1339.6,14.5,1058.3,2,284.8,76.7,14562.2,6,66.1,5196.7,6.0,54,15216.2,4898.8,1401.0,0,0
BGH-128,1296.3,1232.4,15.7,1133.4,4,291.2,82.0,9525.2,11,149.1,341.2,6.9,86,15820.1,4858.1,982.9,0,0
BGH-107,1147.6,1540.1,16.4,1106.2,2,304.8,77.7,14703.5,12,89.0,2164.0,5.8,54,15296.0,4736.6,1590.1,0,0
BGH-110,1159.3,1735.9,14.9,1083.0,4,265.9,71.8,15238.9,7,48.1,11294.1,6.3,100,15570.1,5031.2,1163.2,1,0
BGH-140,1269.2,1434.2,15.3,1010.9,1,259.0,76.6,13909.8,8,175.7,176.4,3.1,100,16241.6,5058.5,562.9,0,0
BGH-136,1181.3,1286.1,14.6,1148.2,5,283.8,79.5,17901.8,13,163.7,235.2,4.5,54,16069.1,5073.7,859.4,0,0
BGH-113,1177.5,1827.3,15.1,1121.7,3,261.0,80.8,18584.0,8,169.9,202.3,6.5,100,15867.7,4769.9,1260.0,0,0
BGH-129,1251.7,1590.3,15.2,1057.2,3,298.6,79.7,15574.2,10,179.3,162.3,4.8,100,15851.1,4984.2,1212.9,0,0
BGH-134,1129.0,1555.5,16.8,1051.9,3,290.3,71.8,15846.6,12,64.3,5595.2,4.6,100,16181.0,5057.1,1123.2,1,0
BGH-120,1241.1,1462.0,15.2,1151.3,2,301.9,74.6,12694.9,6,95.5,1721.4,7.3,74,15401.7,4637.7,1695.2,0,0
BGH-136,1202.3,1633.8,15.1,1115.0,5,254.4,81.0,12687.5,5,146.2,368.5,5.5,74,16211.5,5101.8,732.7,0,0
BGH-104,1223.2,1552.4,15.4,1032.0,2,317.5,83.2,13691.1,11,137.4,468.6,3.9,100,14844.2,5072.4,1021.6,0,0
BGH-118,1222.3,1403.7,14.1,1063.5,2,250.0,70.7,19000.3,5,61.5,6286.8,5.1,64,15352.1,4596.8,1072.3,0,0
BGH-113,1168.6,1437.2,13.6,1197.9,2,272.8,70.6,13902.9,8,154.2,298.8,5.3,100,15686.3,4641.5,1097.1,0,0
BGH-125,1252.6,1296.0,14.4,1150.1,2,297.6,79.7,17634.1,9,71.4,4199.3,7.4,100,15659.7,4926.0,2216.7,0,0
BGH-103,1172.5,1271.1,15.8,1100.0,5,253.2,78.2,13554.9,6,71.3,4215.9,6.2,100,15701.2,5304.6,1054.5,0,0
BGH-124,1220.4,1440.7,15.5,1101.1,3,255.8,72.3,13075.5,8,115.2,901.6,5.3,64,16109.2,4837.0,759.6,0,0
BGH-144,1261.9,1730.8,16.2,991.2,4,255.4,78.2,13999.3,11,123.0,710.4,4.9,64,15710.7,5015.8,645.7,0,0
BGH-141,1268.9,1293.2,14.3,1165.3,2,290.7,84.6,13948.2,8,121.2,750.0,7.1,100,16158.2,4820.8,1604.2,0,1
BGH-124,1186.6,1667.3,15.3,1077.4,5,312.7,79.5,13549.0,5,52.8,9146.0,5.9,86,15797.4,4922.9,1529.4,1,0
BGH-117,1223.2,1340.2,14.2,1059.6,1,288.9,76.7,18123.1,8,162.8,240.5,4.6,54,15471.0,5110.5,1341.0,0,0
BGH-139,1182.0,1142.7,15.7,1137.5,4,292.2,82.4,14891.6,10,77.2,3350.4,5.1,74,15521.6,5109.6,910.3,0,0
BGH-107,1325.2,1609.3,14.4,1068.5,2,274.2,73.2,14602.1,9,58.1,7261.6,4.3,54,15504.8,4752.2,807.4,1,0
BGH-138,1239.0,1825.8,15.3,1008.9,2,251.3,76.2,15050.8,8,164.4,231.2,7.3,74,15688.6,4716.0,965.8,0,0
BGH-139,1204.2,1328.9,15.7,1120.5,4,251.5,77.9,16829.8,6,173.8,184.5,6.2,54,15715.8,4659.3,1140.4,0,0
BGH-113,1215.6,1186.0,15.2,1024.2,4,312.2,77.6,15050.2,10,160.7,253.4,4.8,64,14882.8,4983.7,1203.3,0,0
BGH-131,1220.4,1591.0,13.7,1097.1,2,257.2,83.8,15611.1,10,153.3,305.8,3.8,100,15745.2,4933.4,645.0,0,0
BGH-137,1221.8,1315.4,16.8,1115.9,5,320.0,74.4,17035.4,10,131.7,550.6,3.8,74,14650.6,4740.8,1104.1,0,0
BGH-132,1188.0,1607.3,15.1,1086.1,1,261.5,70.8,12861.9,8,117.1,850.0,5.1,100,14872.2,4875.3,799.6,0,0
BGH-122,1180.3,1730.3,14.2,1086.3,5,297.2,83.7,13324.5,12,52.2,9392.5,5.1,100,15489.8,5103.1,995.4,1,0
BGH-114,1192.4,1566.1,16.1,1177.5,3,316.4,73.3,15216.9,5,97.2,1623.6,4.9,64,15698.9,4970.6,1426.6,0,0
BGH-132,1143.0,1662.0,16.1,1178.3,3,275.4,75.7,13584.5,12,92.2,1931.5,6.8,74,15811.1,4641.7,1126.1,0,0
BGH-124,1235.9,1663.3,15.3,1054.1,3,301.4,78.0,14535.8,12,76.4,3454.9,7.4,86,16377.7,4907.4,1523.6,0,0
BGH-116,1159.9,1698.0,16.7,1070.3,2,274.6,84.6,12794.4,9,141.3,420.7,4.6,64,15578.5,4797.2,789.3,0,0
BGH-132,1147.0,1509.0,14.9,1073.0,1,271.3,78.0,13274.3,13,109.4,1083.2,4.3,100,16706.1,4924.8,660.1,0,0
BGH-146,1199.3,1655.8,15.6,1098.4,1,264.1,76.7,17220.8,13,51.3,9776.5,6.5,74,15969.6,4498.6,1266.2,1,1
BGH-101,1193.5,1532.9,15.9,1095.9,2,307.5,78.8,14266.2,8,70.8,4300.4,5.0,64,16630.3,5050.8,1339.1,0,0
BGH-113,1212.5,1578.3,16.7,1185.9,2,268.0,84.6,14082.5,6,135.7,491.4,4.0,64,15465.4,5094.1,738.6,0,0
BGH-139,1171.6,2110.3,13.9,1090.7,2,269.8,82.3,13345.9,5,50.7,10042.4,3.8,86,15777.3,4647.2,682.3,1,0
BGH-139,1180.4,1548.3,17.3,1048.5,1,319.9,72.5,13229.2,12,159.2,263.1,4.3,54,15416.8,4989.4,1088.4,0,0
BGH-138,1234.6,1200.4,16.4,1070.6,2,272.9,82.0,12925.0,12,109.3,1086.7,3.0,74,15512.6,4768.9,539.8,0,0
BGH-105,1231.6,1460.5,15.9,1118.7,4,279.6,82.6,12417.8,11,107.3,1159.2,7.2,74,15535.8,4985.4,1123.7,0,0
BGH-105,1229.5,1437.9,14.9,1087.1,4,319.3,80.4,13592.4,7,122.9,712.6,4.9,74,15653.0,5010.2,1274.3,0,0
BGH-102,1201.7,1447.0,14.8,1115.7,4,275.9,79.9,14768.7,7,155.5,289.0,3.4,74,14714.8,5167.0,752.8,0,0
BGH-106,1208.4,1690.7,15.7,1087.8,2,275.6,76.6,16281.3,12,88.7,2187.4,3.7,54,15383.2,5177.3,784.0,0,0
BGH-107,1211.5,1726.1,15.9,1136.2,4,307.9,79.6,14831.1,12,134.9,502.6,4.5,64,15111.5,4856.2,1165.4,0,0
BGH-141,1167.2,1478.9,15.8,1095.6,2,271.8,81.1,12984.9,6,119.2,796.9,5.5,64,15435.8,4896.1,930.7,0,0
BGH-114,1273.7,1221.6,15.6,1039.2,4,266.4,71.8,13917.3,5,77.4,3324.9,6.2,54,16209.8,5217.2,1121.1,0,0
BGH-146,1266.6,1519.8,15.8,1082.7,2,279.6,73.9,13796.4,5,163.0,239.3,4.4,64,15616.8,4506.0,957.0,0,0
BGH-128,1239.7,1391.3,13.8,1210.6,5,299.0,72.9,13677.7,5,151.6,319.6,7.3,54,14630.3,4636.4,1910.3,0,0
BGH-132,1178.7,1542.1,15.3,1161.8,3,253.0,82.6,14242.5,7,132.2,542.7,6.4,54,16428.7,4999.6,886.7,0,0
BGH-129,1227.0,1475.8,14.4,1041.9,5,276.2,80.2,16779.2,5,159.1,263.8,6.7,64,15636.7,4683.6,1790.1,0,1
BGH-138,1248.9,1743.3,15.5,1188.9,3,274.2,76.8,16347.6,12,161.4,249.0,4.5,64,15952.7,5222.4,968.8,0,0
BGH-126,1138.8,1555.0,16.5,1106.9,3,267.1,82.4,18193.4,12,139.2,445.8,4.7,54,15652.1,4711.2,1029.4,0,0
BGH-135,1284.7,1392.0,14.8,1075.6,4,295.8,80.8,13213.7,13,157.2,276.7,5.4,86,14965.8,4994.6,941.3,0,0
BGH-128,1113.0,1222.9,14.9,1085.9,3,270.3,83.7,12766.4,8,137.6,466.0,5.0,100,16341.5,4924.9,755.7,0,0
BGH-137,1235.2,1490.4,14.8,1102.8,3,292.5,71.2,14261.7,12,135.2,498.4,4.2,74,15816.4,4895.2,916.4,0,0
BGH-132,1272.7,1491.1,14.9,1154.2,5,285.3,77.6,17332.8,11,126.6,638.4,7.5,54,16062.3,4874.3,1447.6,0,1
BGH-136,1194.3,1447.5,15.9,1109.5,3,265.2,80.6,10790.5,8,145.4,376.5,6.8,64,15393.1,4858.2,782.8,0,0
BGH-126,1192.5,1655.1,16.1,1116.7,2,268.7,73.1,15227.9,5,62.2,6105.2,4.1,54,15625.7,5028.0,910.6,0,0
BGH-132,1233.4,1223.4,16.7,1160.6,2,261.9,74.9,14323.0,7,163.3,237.6,7.0,64,15929.4,5146.1,1342.8,0,0
BGH-103,1292.6,1347.5,14.7,1080.0,4,254.0,76.3,16247.1,12,162.1,244.7,5.6,54,15232.1,4989.0,1008.3,0,0
BGH-121,1185.9,1510.6,16.0,1115.1,5,293.3,81.9,15840.5,12,44.1,13582.0,3.1,64,15307.0,5158.0,665.4,1,0
BGH-101,1161.0,1388.1,16.2,1121.9,1,297.1,77.4,16238.2,6,155.6,288.2,4.6,86,14468.3,4861.4,1292.3,0,0
BGH-109,1178.8,1428.7,16.8,1106.7,5,261.6,77.4,15980.3,11,58.0,7292.8,3.1,100,14566.8,4614.7,469.4,1,0
BGH-104,1122.4,1487.9,14.8,1125.0,1,293.1,76.5,20604.4,5,86.9,2334.2,3.4,64,14713.2,4760.5,1302.9,0,0
BGH-109,1244.9,1637.2,13.9,1065.4,3,318.7,73.4,18568.6,8,144.1,389.9,3.8,86,15326.6,5272.7,1350.0,0,0
BGH-132,1174.3,1479.9,15.3,1149.0,1,255.2,83.8,16650.8,11,62.5,6029.2,5.2,100,15381.7,5220.7,828.6,1,0
BGH-137,1189.6,1106.1,17.7,1072.3,3,284.3,74.8,14029.5,8,154.5,296.5,4.7,64,15988.3,4684.7,1004.7,0,0
BGH-112,1245.5,1379.4,14.6,1122.7,5,301.3,78.5,14248.5,8,156.5,281.7,3.7,74,14983.6,4772.1,805.7,0,0
BGH-130,1181.2,1599.2,15.9,1110.5,5,253.2,72.2,17298.3,11,111.0,1029.1,4.8,54,15549.7,4790.2,809.0,0,0
BGH-146,1238.0,1652.5,13.7,1065.7,4,304.5,76.5,17375.7,5,40.9,15795.1,4.4,54,15891.5,4931.2,1462.8,1,0
BGH-135,1148.1,1663.6,17.0,1181.1,4,318.6,83.6,13298.4,9,80.2,2989.7,4.8,54,15149.4,5186.0,1221.3,0,0
BGH-144,1247.9,1720.2,14.0,1185.8,3,256.2,84.9,11001.8,10,126.4,642.2,3.8,64,15544.3,5086.6,444.0,0,0
BGH-123,1217.1,1523.7,13.6,1054.0,3,307.6,75.4,11336.1,11,177.4,169.6,5.7,74,15993.9,4669.8,1099.5,0,0
BGH-114,1195.6,1552.6,15.6,1140.0,2,276.5,72.3,17345.3,11,128.5,603.9,3.2,74,16334.7,4688.4,720.2,0,0
BGH-128,1206.5,1297.2,15.6,1093.9,2,260.1,74.7,17720.7,11,76.4,3454.9,4.7,74,16161.9,4575.7,820.8,0,0
BGH-107,1135.7,1065.1,16.6,1066.3,2,284.5,74.9,15034.6,6,128.8,598.7,7.0,100,16079.0,4658.9,1294.5,0,0
BGH-104,1205.4,1216.5,16.2,1118.4,5,255.0,79.7,15647.7,10,115.6,890.4,4.9,64,16855.1,4572.7,727.7,0,0
BGH-128,1192.9,1359.6,13.9,1141.7,1,286.5,77.4,18564.7,13,149.2,340.3,5.0,86,14916.8,5043.0,1230.0,0,0
BGH-146,1137.0,1228.1,15.4,1108.1,3,251.4,81.5,19028.2,11,55.0,8303.2,3.3,100,16594.7,4631.5,560.3,1,0
BGH-103,1166.4,1441.4,14.9,1081.8,4,301.0,80.5,16359.3,11,146.5,365.6,5.7,64,15691.8,4934.1,1380.1,0,0
BGH-111,1193.5,1407.6,14.4,1166.5,3,284.2,73.8,14956.6,6,115.8,884.9,7.2,74,15873.7,4599.0,1764.4,0,0
BGH-144,1169.6,1687.6,15.8,1168.3,1,282.1,81.8,14135.3,11,174.8,180.2,4.3,64,14861.7,5503.8,935.6,0,0
BGH-101,1079.4,1306.2,16.3,1065.9,3,263.7,82.7,14437.0,13,87.9,2251.3,4.8,74,15042.2,4964.2,747.5,0,0
BGH-126,1253.8,1528.1,14.9,1104.5,4,275.3,79.0,13450.8,7,128.6,602.1,5.6,86,15402.9,5048.8,975.7,0,0
BGH-130,1192.9,1416.0,15.2,1021.1,4,262.7,83.9,16303.4,6,170.5,199.5,3.4,74,15395.6,4847.0,674.6,0,0
BGH-135,1086.3,1298.7,15.3,1141.8,1,301.5,81.7,14737.3,10,54.4,8524.0,7.3,100,15568.3,5028.6,2044.0,1,0
BGH-135,1306.7,1354.5,15.0,1166.4,4,263.9,78.9,13360.8,6,171.2,196.2,5.1,64,15684.5,4809.5,928.8,0,0
BGH-125,1262.1,1089.7,15.2,1119.5,5,293.2,83.6,17258.4,5,136.3,483.2,3.5,54,15061.0,5277.0,925.5,0,0
BGH-142,1182.6,1649.7,15.0,1048.2,4,269.6,79.0,16105.9,8,49.5,10599.4,4.5,74,15849.2,4663.0,785.8,1,0
BGH-126,1157.9,1780.5,15.6,1180.8,1,296.0,77.8,15515.4,13,82.1,2784.4,4.7,74,14657.5,4906.6,1169.3,0,0
BGH-104,1220.2,1446.5,15.0,1201.5,1,287.8,75.3,14678.6,7,139.1,447.0,4.6,54,16199.4,4859.0,976.2,0,0
BGH-119,1210.1,1505.8,15.8,1078.4,3,279.6,83.2,15914.3,7,49.4,10647.4,6.1,100,15337.0,4608.1,1415.8,1,0
BGH-110,1227.1,1440.8,15.0,1122.3,4,297.1,71.8,14303.3,10,121.5,743.2,4.6,86,15519.5,5109.6,1038.9,0,0
BGH-109,1158.0,1336.0,16.0,1140.8,4,279.1,77.1,20538.2,10,88.4,2211.1,4.5,86,15349.4,4706.2,1181.4,0,0
BGH-139,1254.9,1641.0,15.0,1139.4,1,307.5,78.1,19565.2,12,126.9,632.8,4.4,100,15332.6,4604.9,1647.1,0,0
BGH-137,1176.3,1563.8,16.0,1102.4,3,301.1,78.3,13365.5,10,46.4,12208.2,6.5,64,15725.6,5018.1,1453.6,1,0
BGH-105,1234.0,917.6,14.8,1189.9,3,287.8,79.8,14480.6,12,162.0,245.3,4.4,86,17271.8,4607.4,923.8,0,0
BGH-107,1160.2,1293.1,16.2,1021.7,5,311.4,77.6,13202.6,12,176.3,174.0,3.1,100,14362.8,5075.8,739.7,0,0
BGH-122,1332.4,1089.4,14.1,1022.4,5,308.0,73.9,11248.7,11,175.6,176.8,4.6,74,14966.6,5126.0,848.7,0,0
BGH-146,1234.8,1811.1,15.5,1099.2,1,287.2,82.9,18413.6,9,145.0,380.6,4.3,54,14803.4,4697.8,1206.4,0,0
BGH-125,1344.2,1465.6,15.0,1187.2,3,254.8,79.9,14700.5,8,58.2,7230.6,7.1,64,16175.6,4938.3,1085.3,1,0
BGH-145,1241.4,1548.1,15.5,1158.0,3,289.6,82.9,12811.6,5,146.2,368.5,5.2,64,15652.8,4695.1,1131.7,0,0
BGH-142,1171.9,1429.3,14.6,1025.3,5,274.9,74.1,11534.1,10,43.4,14034.3,4.1,74,16198.1,4822.1,580.0,1,0
BGH-111,1241.5,1720.5,15.3,1242.2,5,287.8,79.6,15445.7,12,43.1,14233.3,7.4,86,15770.8,4847.7,1701.7,1,0
BGH-125,1245.0,1672.1,14.6,1127.7,1,295.3,80.7,15716.6,8,85.3,2474.3,4.1,64,16014.6,4675.9,1067.4,0,0
BGH-112,1218.7,1456.9,15.3,1042.4,3,295.1,75.8,15823.0,11,108.4,1118.6,6.4,54,16195.2,4632.1,1527.4,0,0
BGH-139,1231.5,1843.6,15.2,1095.4,1,297.1,82.2,17140.5,7,147.9,352.2,5.9,74,15400.2,5139.2,1934.9,0,0
BGH-117,1238.1,1537.1,15.8,1148.4,5,297.5,70.0,16792.6,9,135.7,491.4,5.1,64,15127.4,4476.8,1389.5,0,0
BGH-124,1150.3,1208.0,15.6,1162.6,4,257.6,78.9,12425.3,11,102.4,1361.9,4.8,74,15657.5,4784.9,590.7,0,0
BGH-132,1146.8,1520.0,17.0,1096.7,5,263.4,79.2,12823.0,13,78.3,3212.6,6.9,86,15740.8,4835.0,853.8,0,0
BGH-146,1160.3,1603.5,15.1,1126.1,3,294.1,78.0,16949.3,13,179.6,161.2,5.1,100,15583.4,4991.9,1211.8,0,0
BGH-139,1206.4,1473.4,15.4,1093.8,1,278.6,79.5,13764.4,11,99.7,1491.1,4.7,74,15152.9,5172.6,830.5,0,0
BGH-142,1188.8,1417.7,18.0,1096.7,3,303.4,72.5,12067.2,8,103.2,1326.2,4.6,86,15561.8,5075.5,983.0,0,0
BGH-111,1151.2,1852.9,15.3,1136.2,5,258.7,80.3,12252.7,10,62.9,5929.5,4.2,64,14785.6,4933.6,539.4,1,0
BGH-143,1238.8,1262.8,16.3,1172.0,5,263.4,75.0,16873.9,8,151.3,322.1,4.8,64,15822.1,4844.4,922.1,0,0
BGH-135,1214.2,947.3,16.0,1043.1,2,289.1,76.8,16838.8,7,137.1,472.5,3.5,86,15671.8,4858.8,949.0,0,0
BGH-147,1208.4,1823.8,17.4,1088.4,5,285.1,75.0,15256.4,13,70.9,4283.3,3.3,64,15674.5,4859.4,643.5,0,0
BGH-103,1187.1,1254.8,14.4,1069.9,3,268.6,77.1,13114.5,9,51.5,9689.6,5.4,64,14414.6,4807.6,801.1,1,0
BGH-104,1181.1,1442.7,14.3,1049.6,1,278.6,79.3,14874.1,12,135.3,497.0,5.0,64,15644.4,4976.1,1042.6,0,0
BGH-136,1157.9,1424.5,14.6,1047.0,1,252.4,82.6,14680.6,7,131.6,552.1,3.8,86,15772.3,4794.3,566.2,0,0
BGH-107,1246.7,1746.3,15.6,1101.2,2,252.6,77.3,14119.1,13,78.3,3212.6,3.5,86,16970.8,5053.2,482.3,0,0
BGH-141,1164.8,1787.0,14.7,1046.4,3,256.6,74.8,16367.8,5,173.1,187.5,3.6,74,15521.8,4954.7,723.9,0,0
BGH-148,1210.5,1241.5,13.8,1044.7,5,290.4,77.3,14040.0,6,61.1,6393.4,4.4,54,14689.5,4699.3,957.3,0,0
BGH-127,1283.1,1771.4,14.8,1091.0,4,310.5,80.3,16080.4,8,100.5,1451.4,5.0,100,14560.6,4922.8,1485.3,0,0
BGH-130,1183.4,1767.7,15.8,1051.0,1,268.2,75.2,15667.7,6,172.1,192.0,3.9,64,15345.5,4898.2,777.4,0,0
BGH-108,1248.0,1503.9,14.8,1125.4,3,252.4,76.2,12117.1,13,98.8,1537.3,6.4,54,15615.2,4733.1,713.2,0,0
BGH-128,1228.4,1686.5,16.4,1076.0,2,299.6,78.4,18986.7,11,129.4,588.3,3.9,54,15719.5,5016.0,1399.8,0,0
BGH-113,1215.6,1706.6,14.6,1040.3,4,309.9,74.4,16153.8,6,95.7,1709.6,3.6,86,16107.1,4618.0,1106.3,0,0
BGH-139,1221.5,1449.5,15.5,1216.3,3,259.7,73.1,11814.7,8,78.4,3200.5,7.5,86,14810.5,4721.4,980.6,0,0
BGH-140,1195.3,1468.5,15.2,993.4,5,277.0,72.1,12126.2,10,177.8,168.0,5.0,54,15530.8,4834.8,654.1,0,0
BGH-121,1201.7,1617.9,15.7,1142.8,1,261.1,75.3,18168.3,6,97.3,1618.0,3.8,86,16077.7,4812.6,908.0,0,0
BGH-110,1172.6,1174.3,15.7,1117.3,5,257.4,70.7,15359.5,13,165.2,226.7,7.0,74,16526.6,4831.1,1020.4,0,0
BGH-122,1202.1,1429.2,16.8,1075.8,2,295.4,78.8,16121.5,7,72.2,4068.6,4.0,74,14944.3,4850.4,1074.2,0,0
BGH-100,1170.7,1259.9,16.1,1054.6,1,317.7,72.6,15775.8,6,69.8,4475.2,7.2,100,15753.5,4811.8,2173.2,0,0
BGH-145,1250.3,1784.7,15.2,1186.4,4,297.5,75.7,17174.7,8,44.4,13393.2,3.5,100,15956.4,4911.3,889.7,1,0
BGH-136,1115.0,1426.9,16.0,1206.2,1,318.9,74.0,17263.7,9,131.2,558.5,6.8,100,15549.3,4716.0,2246.0,0,1
BGH-120,1224.1,1555.3,16.1,1085.4,5,280.4,79.5,13244.9,8,91.6,1972.8,3.8,64,15741.3,4674.2,694.2,0,0
BGH-125,1216.8,1456.3,17.1,1078.1,3,312.9,82.8,16006.4,7,161.0,251.5,7.2,74,16271.7,5256.6,1955.5,0,0
BGH-145,1212.3,1443.3,15.4,1156.4,3,264.4,79.5,12190.1,7,106.2,1201.5,5.6,64,15651.9,4762.6,829.5,0,0
BGH-135,1251.2,1542.2,15.4,1087.7,3,258.3,78.1,12824.2,7,175.5,177.2,3.9,74,15494.8,4882.6,651.8,0,0
BGH-122,1185.7,1353.9,16.5,1129.2,2,299.2,80.0,14393.2,7,66.0,5217.9,6.8,54,16078.5,5117.7,1766.7,0,0
BGH-100,1212.8,1460.3,13.9,1127.9,2,276.0,70.4,11599.0,10,161.6,247.8,4.8,64,15881.0,4956.3,766.9,0,0
BGH-139,1114.2,1458.8,15.3,1101.9,3,272.2,71.8,13444.7,8,148.7,344.8,6.3,100,16355.6,4718.5,1185.7,0,1
BGH-114,1179.2,1415.4,16.1,1108.3,4,297.0,71.4,10655.2,11,147.9,352.2,5.9,74,16027.7,4521.3,994.2,0,0
BGH-120,1242.8,1578.2,16.3,1118.5,5,273.3,71.5,14959.9,11,158.3,269.1,6.2,100,16710.6,4532.0,1036.3,0,0
BGH-146,1133.0,1410.6,13.7,1045.6,4,290.1,73.9,18285.2,8,146.5,365.6,4.5,86,15214.4,4701.3,1105.0,0,0
BGH-108,1208.0,1822.2,14.4,1066.0,3,271.0,78.0,15064.1,5,127.7,618.2,7.2,74,15818.1,4772.9,1801.7,0,0
BGH-108,1166.1,1625.8,13.5,1111.3,5,304.9,71.7,15069.8,13,58.4,7169.0,5.5,74,15441.2,5013.8,1339.0,1,0
BGH-109,1194.5,1230.1,16.2,1077.3,2,271.9,84.0,14281.3,11,44.6,13269.0,3.3,100,14543.8,4742.5,624.5,1,0
BGH-125,1169.1,1610.2,15.7,1238.9,1,287.4,82.8,16953.6,10,168.9,207.3,3.3,100,14808.6,4753.6,925.8,0,0
BGH-140,1137.6,1362.1,16.6,1106.6,1,251.6,84.6,14896.4,9,126.3,644.1,6.3,100,16359.0,5058.7,1102.4,0,0
BGH-134,1219.3,1527.1,15.5,1013.1,5,305.4,70.6,12801.3,13,151.5,320.4,6.8,74,15960.2,5226.3,1417.7,0,0
BGH-124,1197.5,1353.8,17.3,959.3,4,293.4,82.8,15339.3,13,107.4,1155.4,6.1,54,16139.4,4963.2,1314.2,0,0
BGH-125,1230.6,1061.1,14.7,1141.1,5,263.5,82.1,18104.9,10,56.4,7813.1,4.2,86,15517.9,4845.6,783.1,1,0
BGH-110,1239.7,1495.7,15.2,1107.1,4,265.1,83.5,12145.2,12,57.5,7451.0,4.0,100,15625.2,4857.5,544.4,1,0
BGH-137,1261.3,1213.1,15.8,1172.0,4,268.4,77.9,13118.0,11,136.0,487.3,5.5,54,15948.2,4657.8,820.2,0,0
BGH-101,1206.7,1583.9,14.9,1067.8,1,290.4,81.8,14791.1,5,100.2,1466.2,3.9,100,15191.8,5128.7,1021.6,0,0
BGH-106,1263.4,1535.0,15.8,1094.0,2,288.4,70.8,14299.0,6,68.1,4791.4,4.7,74,15603.9,4929.9,1181.8,0,0
BGH-117,1151.2,1379.2,15.4,1114.0,3,269.2,71.1,15840.0,13,108.8,1104.3,5.8,54,14615.7,4671.6,1204.6,0,0
BGH-126,1245.4,1865.1,15.4,1092.2,2,298.6,71.8,13034.1,8,49.0,10841.7,4.3,74,15429.6,4799.5,912.8,1,0
BGH-133,1223.0,1252.1,15.4,1088.1,3,312.2,83.7,13940.6,7,121.5,743.2,4.7,64,15140.0,5118.0,1253.6,0,0
BGH-126,1211.7,1375.1,16.1,1136.3,1,253.0,70.9,15104.9,6,77.7,3287.0,4.6,100,15898.3,4708.9,753.3,0,0
BGH-116,1222.2,1275.9,15.2,1058.3,3,279.2,71.5,15173.4,12,151.7,318.8,5.1,86,16451.3,4747.3,999.4,0,0
BGH-142,1152.0,1908.3,14.6,1126.8,4,291.5,84.0,20206.8,11,83.5,2643.5,6.0,54,15999.8,5380.0,1535.3,0,0
BGH-143,1140.2,1770.4,15.6,1191.4,5,291.1,71.6,16566.6,13,103.7,1304.4,6.5,64,16096.1,4678.0,1357.3,0,0
BGH-123,1285.5,1215.6,15.0,1182.8,3,251.4,83.0,11918.9,7,41.6,15278.0,6.0,100,16946.5,4889.1,757.0,1,0
BGH-124,1191.6,1334.9,14.7,1009.7,2,264.7,81.8,12969.2,5,50.1,10316.6,3.1,64,15168.0,4863.1,573.8,1,0
BGH-106,1190.9,1341.7,14.1,1075.5,1,254.3,70.6,12276.8,13,94.9,1757.6,7.0,54,15751.8,5270.8,765.5,0,1
BGH-105,1144.9,1389.9,16.2,1114.5,1,289.8,70.3,18227.9,9,107.2,1163.0,5.6,86,14832.5,5141.3,1690.9,0,0
